key,original,translate,needCheck
stats/enchant/enchant.stat_2954116742|23221/Allocates Trick Shot,Allocates Trick Shot,配置花式射擊,
stats/enchant/enchant.stat_2954116742|23227/Allocates Initiative,Allocates Initiative,配置先機,
stats/enchant/enchant.stat_2954116742|23244/Allocates Bounty Hunter,Allocates Bounty Hunter,配置賞金獵人,
stats/enchant/enchant.stat_2954116742|2335/Allocates Turn the Clock Forward,Allocates Turn the Clock Forward,配置時光前推,
stats/enchant/enchant.stat_2954116742|23362/Allocates Slippery Ice,Allocates Slippery Ice,配置滑冰,
stats/enchant/enchant.stat_2954116742|23427/Allocates Chilled to the Bone,Allocates Chilled to the Bone,配置徹骨,
stats/enchant/enchant.stat_2954116742|2344/Allocates Dimensional Weakspot,Allocates Dimensional Weakspot,配置維度弱點,
stats/enchant/enchant.stat_2954116742|23630/Allocates Self Immolation,Allocates Self Immolation,配置自焚,
stats/enchant/enchant.stat_2954116742|23736/Allocates Spray and Pray,Allocates Spray and Pray,配置隨興掃射,
stats/enchant/enchant.stat_2954116742|23738/Allocates Madness in the Bones,Allocates Madness in the Bones,配置滲骨瘋狂,
stats/enchant/enchant.stat_2954116742|23764/Allocates Alternating Current,Allocates Alternating Current,配置交流電,
stats/enchant/enchant.stat_2954116742|23907/Allocates Ice Storm,Allocates Ice Storm,配置冰風暴,
stats/enchant/enchant.stat_2954116742|23939/Allocates Glazed Flesh,Allocates Glazed Flesh,配置琉璃血肉,
stats/enchant/enchant.stat_2954116742|2394/Allocates Blade Flurry,Allocates Blade Flurry,配置刀鋒亂舞,
stats/enchant/enchant.stat_2954116742|23940/Allocates Fortified Aegis,Allocates Fortified Aegis,配置護體神盾,
stats/enchant/enchant.stat_2954116742|2397/Allocates Last Stand,Allocates Last Stand,配置最後一博,
stats/enchant/enchant.stat_2954116742|24062/Allocates Immortal Infamy,Allocates Immortal Infamy,配置不朽惡名,
stats/enchant/enchant.stat_2954116742|24087/Allocates Everlasting Infusions,Allocates Everlasting Infusions,配置永恆灌注,
stats/enchant/enchant.stat_2954116742|24120/Allocates Mental Toughness,Allocates Mental Toughness,配置強韌心理,
stats/enchant/enchant.stat_2954116742|24240/Allocates Time Manipulation,Allocates Time Manipulation,配置時間操縱,
stats/enchant/enchant.stat_2954116742|24438/Allocates Hardened Wood,Allocates Hardened Wood,配置硬化樹木,
stats/enchant/enchant.stat_2954116742|24483/Allocates Direct Approach,Allocates Direct Approach,配置直球進攻,
stats/enchant/enchant.stat_2954116742|24491/Allocates Invocated Echoes,Allocates Invocated Echoes,配置祈願迴響,
stats/enchant/enchant.stat_2954116742|24630/Allocates Fulmination,Allocates Fulmination,配置劇烈爆發,
stats/enchant/enchant.stat_2954116742|24655/Allocates Breath of Fire,Allocates Breath of Fire,配置火焰之息,
stats/enchant/enchant.stat_2954116742|24721/Allocates Brain Freeze,Allocates Brain Freeze,配置凍凍腦,
stats/enchant/enchant.stat_2954116742|24736/Allocates Knight of Chitus,Allocates Knight of Chitus,配置奇術之騎士,
stats/enchant/enchant.stat_2954116742|24753/Allocates Determined Precision,Allocates Determined Precision,配置精準果斷,
stats/enchant/enchant.stat_2954116742|24764/Allocates Infusing Power,Allocates Infusing Power,配置灌注力量,
stats/enchant/enchant.stat_2954116742|24766/Allocates Paranoia,Allocates Paranoia,配置偏執,
stats/enchant/enchant.stat_2954116742|2486/Allocates Stars Aligned,Allocates Stars Aligned,配置行列眾星,
stats/enchant/enchant.stat_2954116742|2511/Allocates Sundering,Allocates Sundering,配置崩裂,
stats/enchant/enchant.stat_2954116742|25211/Allocates Waning Hindrances,Allocates Waning Hindrances,配置衰退阻礙,
stats/enchant/enchant.stat_2954116742|25361/Allocates Resolute Reach,Allocates Resolute Reach,配置堅定延伸,
stats/enchant/enchant.stat_2954116742|25362/Allocates Chakra of Impact,Allocates Chakra of Impact,配置衝擊脈輪,
stats/enchant/enchant.stat_2954116742|25482/Allocates Beef,Allocates Beef,配置壯漢,
stats/enchant/enchant.stat_2954116742|25513/Allocates Overwhelm,Allocates Overwhelm,配置鎮壓,
stats/enchant/enchant.stat_2954116742|25619/Allocates Sand in the Eyes,Allocates Sand in the Eyes,配置飛沙入眼,
stats/enchant/enchant.stat_2954116742|25620/Allocates Meat Recycling,Allocates Meat Recycling,配置肉塊回收,
stats/enchant/enchant.stat_2954116742|25711/Allocates Thrill of Battle,Allocates Thrill of Battle,配置戰鬥亢奮,
stats/enchant/enchant.stat_2954116742|2575/Allocates Ancestral Alacrity,Allocates Ancestral Alacrity,配置先祖迅捷,
stats/enchant/enchant.stat_2954116742|25753/Allocates Blazing Arms,Allocates Blazing Arms,配置炽焰武臂,
stats/enchant/enchant.stat_2954116742|25971/Allocates Tenfold Attacks,Allocates Tenfold Attacks,配置十重打擊,
stats/enchant/enchant.stat_2954116742|26070/Allocates Bolstering Yell,Allocates Bolstering Yell,配置壯膽咆哮,
stats/enchant/enchant.stat_2954116742|261/Allocates Toxic Sludge,Allocates Toxic Sludge,配置劇毒泥漿,
stats/enchant/enchant.stat_2954116742|26104/Allocates Spirit of the Wyvern,Allocates Spirit of the Wyvern,配置靈魂之龍,
stats/enchant/enchant.stat_2954116742|26107/Allocates Kite Runner,Allocates Kite Runner,配置風箏高手,
stats/enchant/enchant.stat_2954116742|26214/Allocates Dominion,Allocates Dominion,配置統御,
stats/enchant/enchant.stat_2954116742|26291/Allocates Electrifying Nature,Allocates Electrifying Nature,配置電能之性,
stats/enchant/enchant.stat_2954116742|26331/Allocates Harsh Winter,Allocates Harsh Winter,配置嚴冬,
stats/enchant/enchant.stat_2954116742|26339/Allocates Ancestral Artifice,Allocates Ancestral Artifice,配置先祖詭計,
stats/enchant/enchant.stat_2954116742|26356/Allocates Primed to Explode,Allocates Primed to Explode,配置準備引爆,
stats/enchant/enchant.stat_2954116742|26447/Allocates Refocus,Allocates Refocus,配置重新專注,
stats/enchant/enchant.stat_2954116742|2645/Allocates Skullcrusher,Allocates Skullcrusher,配置碎顱者,
stats/enchant/enchant.stat_2954116742|26479/Allocates Steadfast Resolve,Allocates Steadfast Resolve,配置穩當決心,
stats/enchant/enchant.stat_2954116742|26518/Allocates Cold Nature,Allocates Cold Nature,配置冰寒之性,
stats/enchant/enchant.stat_2954116742|26563/Allocates Bone Chains,Allocates Bone Chains,配置骸骨連鎖,
stats/enchant/enchant.stat_2954116742|26926/Allocates Archon of Undeath,Allocates Archon of Undeath,配置亡靈統治者,
stats/enchant/enchant.stat_2954116742|27009/Allocates Lust for Sacrifice,Allocates Lust for Sacrifice,配置渴求獻祭,
stats/enchant/enchant.stat_2954116742|27108/Allocates Mass Hysteria,Allocates Mass Hysteria,配置群體癲狂,
stats/enchant/enchant.stat_2954116742|27176/Allocates The Power Within,Allocates The Power Within,配置內在力量,
stats/enchant/enchant.stat_2954116742|27303/Allocates Vulgar Methods,Allocates Vulgar Methods,配置卑鄙手段,
stats/enchant/enchant.stat_2954116742|27388/Allocates Aspiring Genius,Allocates Aspiring Genius,配置野心天才,
stats/enchant/enchant.stat_2954116742|27434/Allocates Archon of the Storm,Allocates Archon of the Storm,配置風暴統治者,
stats/enchant/enchant.stat_2954116742|2745/Allocates The Noble Wolf,Allocates The Noble Wolf,配置高貴之狼,
stats/enchant/enchant.stat_2954116742|27491/Allocates Heavy Buffer,Allocates Heavy Buffer,配置重裝緩衝,
stats/enchant/enchant.stat_2954116742|27513/Allocates Material Solidification,Allocates Material Solidification,配置物質固化,
stats/enchant/enchant.stat_2954116742|27626/Allocates Touch the Arcane,Allocates Touch the Arcane,配置秘能之觸,
stats/enchant/enchant.stat_2954116742|27687/Allocates Greatest Defence,Allocates Greatest Defence,配置極致防禦,
stats/enchant/enchant.stat_2954116742|27704/Allocates Grace of the Ancestors,Allocates Grace of the Ancestors,配置先祖優雅,
stats/enchant/enchant.stat_2954116742|27761/Allocates Counterstancing,Allocates Counterstancing,配置反擊姿態,
stats/enchant/enchant.stat_2954116742|27779/Allocates Lord of the Squall,Allocates Lord of the Squall,配置狂颮之主,
stats/enchant/enchant.stat_2954116742|27875/Allocates General Electric,Allocates General Electric,配置通用電,
stats/enchant/enchant.stat_2954116742|27950/Allocates Polished Iron,Allocates Polished Iron,配置拋光之鋼,
stats/enchant/enchant.stat_2954116742|28044/Allocates Coming Calamity,Allocates Coming Calamity,配置災難臨頭,
stats/enchant/enchant.stat_2954116742|2814/Allocates Engineered Blaze,Allocates Engineered Blaze,配置工匠之焰,
stats/enchant/enchant.stat_2954116742|28267/Allocates Desensitisation,Allocates Desensitisation,配置暴擊傷害核心,
stats/enchant/enchant.stat_2954116742|28329/Allocates Pressure Points,Allocates Pressure Points,配置壓力點,
stats/enchant/enchant.stat_2954116742|28408/Allocates Invigorating Hate,Allocates Invigorating Hate,配置激發仇恨,
stats/enchant/enchant.stat_2954116742|2843/Allocates Tolerant Equipment,Allocates Tolerant Equipment,配置容錯裝置,
stats/enchant/enchant.stat_2954116742|28441/Allocates Frantic Swings,Allocates Frantic Swings,配置狂亂揮擊,
stats/enchant/enchant.stat_2954116742|28482/Allocates Total Incineration,Allocates Total Incineration,配置散播火焰,
stats/enchant/enchant.stat_2954116742|28542/Allocates The Molten One's Gift,Allocates The Molten One's Gift,配置熔岩者的禮物,
stats/enchant/enchant.stat_2954116742|28613/Allocates Roaring Cries,Allocates Roaring Cries,配置震天哭喊,
stats/enchant/enchant.stat_2954116742|2863/Allocates Perpetual Freeze,Allocates Perpetual Freeze,配置永恆冰凍,
stats/enchant/enchant.stat_2954116742|28892/Allocates Primal Rage,Allocates Primal Rage,配置原始怒火,
stats/enchant/enchant.stat_2954116742|28963/Allocates Chakra of Rhythm,Allocates Chakra of Rhythm,配置韻律脈輪,
stats/enchant/enchant.stat_2954116742|28975/Allocates Pure Power,Allocates Pure Power,配置純粹電能,
stats/enchant/enchant.stat_2954116742|29288/Allocates Deadly Invocations,Allocates Deadly Invocations,配置致命祈願,
stats/enchant/enchant.stat_2954116742|29306/Allocates Chakra of Thought,Allocates Chakra of Thought,配置思維脈輪,
stats/enchant/enchant.stat_2954116742|29372/Allocates Sudden Infuriation,Allocates Sudden Infuriation,配置突發暴怒,
stats/enchant/enchant.stat_2954116742|29514/Allocates Cluster Bombs,Allocates Cluster Bombs,配置團簇炸彈,
stats/enchant/enchant.stat_2954116742|29527/Allocates First Approach,Allocates First Approach,配置初次嘗試,
stats/enchant/enchant.stat_2954116742|29762/Allocates Guttural Roar,Allocates Guttural Roar,配置喉鳴咆哮,
stats/enchant/enchant.stat_2954116742|29800/Allocates Shocking Limit,Allocates Shocking Limit,配置感電上限,
stats/enchant/enchant.stat_2954116742|29881/Allocates Surging Beast,Allocates Surging Beast,配置洶湧野獸,
stats/enchant/enchant.stat_2954116742|29899/Allocates Finish Them,Allocates Finish Them,配置了結他們,
stats/enchant/enchant.stat_2954116742|2999/Allocates Final Barrage,Allocates Final Barrage,配置終極彈幕,
stats/enchant/enchant.stat_2954116742|30132/Allocates Wrapped Quiver,Allocates Wrapped Quiver,配置纏繞箭袋,
stats/enchant/enchant.stat_2954116742|30341/Allocates Master Fletching,Allocates Master Fletching,配置箭矢大師,
stats/enchant/enchant.stat_2954116742|30392/Allocates Succour,Allocates Succour,配置救援,
stats/enchant/enchant.stat_2954116742|30395/Allocates Howling Beast,Allocates Howling Beast,配置野獸嚎叫,
stats/enchant/enchant.stat_2954116742|30408/Allocates Efficient Contraptions,Allocates Efficient Contraptions,配置效率裝置,
stats/enchant/enchant.stat_2954116742|30456/Allocates High Alert,Allocates High Alert,配置高度警戒,
stats/enchant/enchant.stat_2954116742|30523/Allocates Dead can Dance,Allocates Dead can Dance,配置亡者之舞,
stats/enchant/enchant.stat_2954116742|30546/Allocates Electrified Claw,Allocates Electrified Claw,配置電擊之爪,
stats/enchant/enchant.stat_2954116742|30562/Allocates Inner Faith,Allocates Inner Faith,配置內在信仰,
stats/enchant/enchant.stat_2954116742|30720/Allocates Entropic Incarnation,Allocates Entropic Incarnation,配置熵熱化身,
stats/enchant/enchant.stat_2954116742|30748/Allocates Controlled Chaos,Allocates Controlled Chaos,配置受控混沌,
stats/enchant/enchant.stat_2954116742|31129/Allocates Lifelong Friend,Allocates Lifelong Friend,配置一生之友,
stats/enchant/enchant.stat_2954116742|31172/Allocates Falcon Technique,Allocates Falcon Technique,配置獵鷹技法,
stats/enchant/enchant.stat_2954116742|31175/Allocates Grip of Evil,Allocates Grip of Evil,配置惡靈之握,
stats/enchant/enchant.stat_2954116742|31189/Allocates Unexpected Finesse,Allocates Unexpected Finesse,配置出奇靈巧,
stats/enchant/enchant.stat_2954116742|31326/Allocates Slow Burn,Allocates Slow Burn,配置緩慢燃燒,
stats/enchant/enchant.stat_2954116742|31364/Allocates Primal Protection,Allocates Primal Protection,配置原始守護,
stats/enchant/enchant.stat_2954116742|31373/Allocates Vocal Empowerment,Allocates Vocal Empowerment,配置聲音賦予,
stats/enchant/enchant.stat_2954116742|31433/Allocates Catalysis,Allocates Catalysis,配置催化,
stats/enchant/enchant.stat_2954116742|31724/Allocates Iron Slippers,Allocates Iron Slippers,配置鋼鐵拖鞋,
stats/enchant/enchant.stat_2954116742|31745/Allocates Lockdown,Allocates Lockdown,配置封鎖,
stats/enchant/enchant.stat_2954116742|31773/Allocates Resurging Archon,Allocates Resurging Archon,配置復行統治者,
stats/enchant/enchant.stat_2954116742|31826/Allocates Long Distance Relationship,Allocates Long Distance Relationship,配置遠距關係,
stats/enchant/enchant.stat_2954116742|3188/Allocates Revenge,Allocates Revenge,配置復仇,
stats/enchant/enchant.stat_2954116742|31925/Allocates Warding Fetish,Allocates Warding Fetish,配置守護神器,
stats/enchant/enchant.stat_2954116742|31955/Allocates Voll's Protection,Allocates Voll's Protection,配置福爾的守護,
stats/enchant/enchant.stat_2954116742|32071/Allocates Primal Growth,Allocates Primal Growth,配置原始成長,
stats/enchant/enchant.stat_2954116742|32128/Allocates Flow of Time,Allocates Flow of Time,配置時間之流,
stats/enchant/enchant.stat_2954116742|3215/Allocates Melding,Allocates Melding,配置融合,
stats/enchant/enchant.stat_2954116742|32151/Allocates Crystalline Resistance,Allocates Crystalline Resistance,配置結晶抗性,
stats/enchant/enchant.stat_2954116742|32301/Allocates Frazzled,Allocates Frazzled,配置力盡,
stats/enchant/enchant.stat_2954116742|32353/Allocates Swift Claw,Allocates Swift Claw,配置迅捷之爪,
stats/enchant/enchant.stat_2954116742|32354/Allocates Defiance,Allocates Defiance,配置反抗,
stats/enchant/enchant.stat_2954116742|32448/Allocates Shockproof,Allocates Shockproof,配置防震,
stats/enchant/enchant.stat_2954116742|32507/Allocates Cut to the Bone,Allocates Cut to the Bone,配置刀刀見骨,
stats/enchant/enchant.stat_2954116742|32543/Allocates Unhindered,Allocates Unhindered,配置暢通無阻,
stats/enchant/enchant.stat_2954116742|32655/Allocates Hunting Companion,Allocates Hunting Companion,配置狩獵盟友,
stats/enchant/enchant.stat_2954116742|32664/Allocates Chakra of Breathing,Allocates Chakra of Breathing,配置呼吸脈輪,
stats/enchant/enchant.stat_2954116742|32721/Allocates Distracted Target,Allocates Distracted Target,配置干擾目標,
stats/enchant/enchant.stat_2954116742|32799/Allocates Captivating Companionship,Allocates Captivating Companionship,配置迷人陪伴,
stats/enchant/enchant.stat_2954116742|32858/Allocates Dread Engineer's Concoction,Allocates Dread Engineer's Concoction,配置驚懼工匠之藥劑,
stats/enchant/enchant.stat_2954116742|32932/Allocates Ichlotl's Inferno,Allocates Ichlotl's Inferno,配置伊克羅特之獄炎,
